ID,:,",",;,.,[,],(,),*,+,-,=,#,$,@,?,&,!,|,^,<,>,\,_
Bn3MOp6gHdfLz8PboiJA,29800,16022,5745,29019,1475,1482,212,211,69,4420,11903,3102,49,39,88,854,47,50,46,45,36,57,34,4095
BOeTymAhdfoYM23aj5Xr,14608,14999,3549,13884,1646,1653,157,187,90,4805,7760,3000,80,71,127,795,64,104,71,59,65,56,55,4576
BoQniFqe8vAE19rXDy6L,80949,88296,5571,312,1575,1575,210,206,109,14837,134193,1205,14,11,36,1012,10,12,18,10,15,23,19,1021
BP1r4aHtfY2evFbukXZL,3769,993,578,3530,144,144,52,52,13,381,3787,2892,0,0,1,505,0,0,8,0,2,2,0,682
BPecs2CSaTIjW3ExVlyz,4142,417,1188,3952,36,36,59,58,7,159,4904,2556,14,16,1,599,2,5,8,0,1,1,0,410
bpIA0CvVdmQcEB2oisqj,1677965,3149,750613,1677085,1774,7956,867,515,452,2613,13258,4566,105,7671,8613,1935,147,216,684,6692,201,240,456,4741
bpVDY17A6qN8IiHZyBmo,48028,13133,9675,44621,5444,5441,211,205,292,9963,60045,17708,17,36,193,2739,17,24,26,16,22,33,187,18715
BPx5vIDXAmLkOiR1Ec3e,26476,14910,4028,25839,1573,1566,123,154,74,4781,7354,2984,77,58,105,770,45,72,59,48,49,58,48,4188
BqMf1a4lXre5iLzPZh7j,21413,4086,5478,19399,1997,1996,203,199,109,2771,30594,12175,3,59,400,1912,17,6,10,4,125,128,91,6323
bQoNdlu0zvWihMaDkZ64,3518,843,565,3209,152,152,60,60,7,369,3539,2789,0,0,1,505,0,0,8,0,1,1,0,602
bQVJ7HpnSC01EI4PNzwy,15754,31087,1462,361,675,675,236,229,39,7566,21998,1391,1,4,217,1019,0,1,10,1,2,2,2,1183
bQZP8pT9VRCnk0OM2Etu,13820,5087,2244,12172,2983,2982,140,139,107,5343,31580,4920,1,1,10,912,1,0,8,0,8,8,1,5841
Br5kJPaoUAEHjGcINVtS,49860,153422,1728,387,1192,1188,275,275,56,37530,47881,1662,1,5,36,1062,1,2,9,2,1,1,2,1677
BRcPd4zStO9XVsnayUYw,14275,5073,2226,12645,2943,2942,141,140,100,5184,31457,4938,1,1,11,1112,1,0,8,0,8,6,1,6407
BrjnTVGRdhciKsH9Ytxo,2684,794,959,2290,283,283,397,397,67,416,3668,1241,0,2,206,415,0,0,8,0,1,1,38,1483
BRkJYSwtpVQZ1fj76h8U,127371,66645,33986,113795,21390,21393,17683,17667,377,30072,280301,56866,0,5,6923,2935,11,6,9,1,237,232,274,62000
brNWoe6SZBdJPw83YAuj,779163,4963,518956,777159,2558,5235,1159,850,783,4039,21595,6069,428,3053,3534,2586,222,270,725,3203,355,489,475,7457
bRoM4EpjukSGXwAlZ6zn,695944,2640,603486,2696,2654,2757,2700,2674,2702,2673,2865,2846,2720,2776,2731,2801,2673,2803,2715,2809,2745,2690,2594,2836
brsxDiLaBgj315Emol4K,1206520,154208,404214,1159211,69168,69065,5188,9772,3310,125735,1023718,212886,1328,1241,2339,5840,1055,1697,2421,1980,1503,2298,3804,210545
BShUIfCj1Z8recsNWYT6,19452,2816,2343,4477,901,901,42,42,51,2264,7158,3334,3,8,25,1146,23,3,8,0,13,2,66,2633
bSKx5RYr13dPteiJFgmU,4244,433,1212,4071,13,14,65,64,8,173,4629,3528,15,15,1,580,1,5,8,0,1,1,0,474
btnjxGM0mzXWZOys5N2r,73944,264469,1359,72971,824,824,145,141,43,67131,1938,1672,3,12,7,682,0,1,10,0,17,2,4,2896
Bu4azJQyljTOX3hCn2AN,197807,12396,82736,194619,1737,1786,871,849,797,4672,74781,8713,314,311,473,3267,335,378,426,348,298,367,510,17173
buhAOQaykEJtsIZoWjBp,3568,856,767,3249,137,135,56,56,8,347,3538,2735,2,0,1,506,1,1,8,0,4,3,2,591
buqKNv0RSThA9sF51MZe,3943,409,1180,3763,32,32,58,57,8,158,4528,2502,15,15,2,599,1,5,10,0,1,1,1,391
BVSv2EQDiNfR4OxL60l5,50935,2976,38477,50148,724,707,150,333,94,1080,38513,2572,222,238,80,526,88,231,103,98,84,85,89,1458
BvU3AbFVu1awtI9QGzhR,17985,16041,5354,17148,1542,1538,226,241,84,4540,11951,3268,95,76,118,930,61,102,68,67,65,59,63,4418
BvWnd3XlLYb1QGAyP6Zf,1177437,9683,505085,1175823,3290,3541,2450,2371,2365,4473,40859,8285,2209,2203,2365,3061,2160,2175,2234,2190,2351,2205,2439,11441
bxdM9LUoRTGO4lvaAmPt,75022,83059,5032,317,1581,1546,187,184,96,14159,120214,1129,12,4,31,1008,13,10,23,10,9,10,13,1038
BXKmeITqa7cfsyYEdpFS,3921,945,570,3674,182,182,49,49,23,451,4329,3882,0,0,1,505,0,0,8,0,1,1,0,801
bzmIweixPWfjVQXhO3r4,92537,4581,69690,89340,735,753,344,321,305,1565,179357,1298,311,294,298,556,291,285,298,299,304,266,286,4541
Bzyp1k9xuJK3nWLsPCSa,145052,1191,127074,145876,888,1007,405,609,481,1360,2885,1641,1775,586,615,983,1762,789,601,351,393,634,392,1628
C1Dr4KzRJ2pN0jqG8lAI,814698,5892,554435,814266,3389,3359,2703,2556,2493,3366,21659,6855,2627,2576,2633,4128,2460,2654,2383,2434,2329,2486,2480,3811
C1OlcN2H8W0YATqZxipn,12605,5533,3487,11138,1946,1946,1776,1776,3333,2751,20702,6417,2,0,2082,950,41,0,8,0,66,64,34,7521
c2WbVqndpY9mhHXgRTti,23384,34739,1440,3780,330,329,39,39,7,9211,3033,1388,4,4,47,684,8,5,8,0,2,4,12,950
c3Lx2VdawPgOrFQK7ElZ,15250,15801,3805,14523,1591,1586,137,151,53,4785,8532,3525,38,37,86,766,23,103,45,32,62,51,28,4514
C3UeqDSpcyuTg0WsGvZR,93225,2209,75397,91928,748,786,369,396,369,1055,59164,2464,334,483,353,911,317,310,329,299,331,361,325,2452
c5spxZQXILnKO2ywiNSB,469115,11359,408954,461492,1458,1438,9927,509,157,2531,11752,4015,16137,7619,146,2734,2398,67,77,77,103,69,70,3755
C7zrE8PH5XKtM4n0uYkT,4269,438,1199,4097,15,16,63,63,9,180,4553,3528,15,17,2,579,1,5,8,0,1,2,0,474
C8gwzSJAW9vquQ1pnLEf,41098,37737,11203,39932,1014,1033,88,86,54,7496,26853,5558,3,12,6,518,3,21,15,27,11,15,169,7440
C9hHuINUVJqk1zo5pTQX,183932,43769,43739,170778,24913,24920,923,891,652,39739,211720,68710,82,370,1353,2289,109,224,115,50,482,424,503,53887
C9v4X6YHwZkNh0GmUiTM,3529,851,751,3213,139,138,60,61,12,357,3387,2843,2,1,4,506,1,0,8,0,3,2,1,596
caL7sn2qd4JwxlrpR0BP,4134,411,1189,3949,34,34,58,57,7,162,4379,2664,16,15,1,599,2,5,8,0,1,1,1,411
cARj7FrG15WHEQikbmBU,903229,7972,599243,900136,4443,4196,2655,2142,2287,6833,52055,6492,98517,1867,3270,3513,1372,23483,965,1252,1380,1212,1170,10274
cDa5BKpzw9GqnArQfZ1L,4110,444,1194,3935,20,21,64,63,8,189,4770,3312,16,14,2,579,1,5,8,0,2,1,1,466
CdBnaqstfPMA9NXroOJh,44805,9877,9399,40909,6005,6005,318,318,183,8658,70948,37220,0,2,22,761,0,0,8,0,140,140,11,18540
CDFibvHczSl9akfOEBwo,149535,1296,130550,148917,1941,847,341,563,1438,1483,2897,1707,1766,708,889,1006,796,505,508,529,658,506,642,1700
Ce6ZVRzOT907NYXBqD4r,76790,265630,2027,75489,1248,1248,202,202,15,67545,1855,2507,0,18,3,768,0,0,8,0,2,2,0,3535
CEfkRZXa14zAWG9Duqvc,86262,2629,70123,85261,782,776,284,324,350,990,55417,2457,309,379,324,629,293,301,322,316,305,270,298,1776
ceyIk4f0BRUiar5bLJ8l,4548,781,1338,4404,138,136,58,57,7,346,3092,2771,52,0,5,641,2,1,9,1,2,2,1,455
CfSF2urLkdAX6MbzQiIa,93448,5809,78629,93171,334,362,390,386,377,1767,11478,851,336,369,349,853,347,413,370,384,356,350,320,570
cGNfA8C9wh1R5grDKQjX,77033,27148,11523,70731,11300,11299,278,247,567,16449,140236,33245,32,32,216,2102,26,14,10,1,167,116,52,24656
Cgq3TizwBXpnk7b8a5Qs,159606,386690,31379,157842,1888,1938,5259,5200,438,99233,16474,4128,27,60,337,4683,42,34,261,243,149,173,103,7149
cHnxoFJRgXl4GSMD6bLU,8752,1864,2116,7764,1120,1120,120,123,66,1433,12653,6731,0,2,37,584,0,0,8,0,41,43,33,2822
chVqtrzIORSJkCwu2KfQ,164679,904,142444,165333,303,375,1407,634,1178,895,2033,1107,6085,561,1056,2654,924,691,766,182,339,464,243,963
ci6Su0WdoDLIG5vnJhay,50434,150914,1875,248,1508,1509,252,252,37,37266,51463,2256,14,18,35,645,8,3,8,2,3,5,2,2170
CIJ1f70KSNDz8ZyoRFEH,179028,493707,27493,177988,895,834,2858,2814,204,125427,5944,1399,51,53,91,3585,86,27,148,76,98,70,108,4735
cikBKN2eQY8WXfCHvnI7,3563,924,706,3329,217,216,60,61,5,349,3453,2787,2,2,1,505,1,0,10,0,3,2,3,586
CjRMQY0S6LdUWNGaExPJ,431567,129800,243490,430457,571,571,13832,12936,136,32705,17370,863,0,1,12216,2058,0,10378,8,0,1,1,0,1887
ckaHuew6QN1dhb07q2V3,91186,3440,74169,90483,823,808,290,495,220,1334,33798,3013,424,406,213,593,212,370,243,233,223,244,238,1554
cKFOX08ZxoVbayIReAvg,12454,32163,1052,11818,779,779,124,122,39,7613,1163,1996,0,7,3,752,0,0,8,44,3,2,3,2460
CKrbqFAcTZ76hV0sz1jR,2119,796,562,1835,203,203,123,123,5,377,1399,1895,0,0,104,410,0,0,9,0,3,3,13,3081
cL0AkjRPF3NndlTDxe1g,3938,404,1151,3757,30,30,57,56,4,153,4979,2319,16,17,2,599,1,5,8,0,2,1,0,383
cl0W7xzTAYj9CEXJkS8Z,125479,169594,6409,311,2398,2401,2172,2176,170,32602,278369,1522,11,24,19,1211,4,4,17,9,13,11,13,1686
CL7wiUdlhOvgaJesfrmW,73211,264014,1114,72342,1098,1098,164,164,33,67293,1428,1901,0,9,3,728,0,0,8,0,2,2,0,2799
clCOkQxvBKzwWaPZ5RSH,50247,153646,1885,253,1077,1081,242,242,25,37268,52043,1726,1,6,49,552,2,1,10,3,7,2,4,1392
CLJUMfrb1jF4VliXSuTB,36235,94900,1659,247,1440,1441,221,223,33,23588,40272,2460,1,9,34,564,1,3,9,1,2,1,1,2249
CM0B6DmviQhWLzTuHRnV,159528,6598,67423,158088,1381,1401,404,441,364,2442,33860,5758,291,278,292,1566,283,290,282,282,285,306,394,8779
cM2qiXmpHhuag3r1RUIe,92741,2443,75451,91877,836,817,277,515,228,1046,46253,2004,403,422,218,709,238,423,245,254,246,238,219,1770
cmB0E9b6iIOMK8kU3nrg,3820,990,570,3555,145,145,64,64,5,369,5279,2732,0,0,1,505,0,0,8,0,1,1,0,680
cMF56QT2zH7t1KpfAy8e,17577,33538,1807,16372,1135,1135,195,195,30,9006,2310,2052,0,18,3,884,0,0,8,0,2,2,0,3504
CMKpr6JYU4Rw50XBDHVO,16408,15021,4526,15522,1530,1537,185,209,71,4772,7526,3435,80,78,113,916,65,90,64,61,66,54,62,4508
cmWUeA4FBR9laODHVhd2,14842,14924,3620,14081,1735,1638,156,189,84,4840,7690,3540,85,70,121,779,53,97,74,64,66,62,55,4680
cN908Z6lWsCeQT5U2Kvh,163252,48510,17409,160387,8710,8734,437,411,771,10678,33875,8252,69,65,305,2421,127,42,77,39,74,82,148,16018
cNqPy69uQHgF3DOU14G7,3760,982,591,3520,157,157,52,52,15,406,3572,2952,0,0,1,505,0,0,8,0,2,2,0,700
Cocz51rsXakGETheDUbH,3254,780,508,3042,129,129,48,48,43,337,2092,2672,0,0,1,505,0,0,8,0,1,1,0,576
CofyHkdmFVtYO5KWJn46,15829,16101,3969,15038,1579,1576,164,174,48,4826,9508,3325,23,32,84,729,16,32,39,23,26,16,23,4614
cOGaJdDyevIn7XBouj5U,26863,14870,4077,26150,1620,1614,130,159,76,4783,7973,2928,79,56,104,775,42,77,56,51,51,61,45,4266
cOhKH3t2zyUwRFNVQfs6,14680,15254,3558,14215,1637,1636,137,174,74,5080,7523,3426,75,51,111,775,40,80,63,50,52,43,42,4617
cOKeokjEfm24N0u3wh19,30576,51049,2804,27894,3666,3666,181,181,520,16445,89580,1559,0,2,5,592,0,0,8,0,15,15,20,9910
COntTlwPvaG3p4hMSJqI,151244,353750,31751,149854,1611,1539,4814,4765,443,90442,14495,4365,29,52,397,3348,50,41,246,170,156,169,369,5664
CoRKPEY5OTu7B0NUgAvQ,14516,5399,2327,12849,3182,3181,144,143,101,5756,31926,5073,1,1,10,984,1,0,8,0,8,6,1,6338
cPBMG2HuL1CaNgbSE8iw,219115,490892,50565,217292,3111,3273,6841,6818,622,126887,27358,9632,172,151,713,3955,156,129,239,194,292,262,186,8742
cpdsREmet3FyD1oYZVIn,3858,984,571,3598,137,137,68,68,5,372,5499,2952,0,0,1,505,0,0,8,0,1,1,0,714
cPo7FESsJQvVNqmaOiIY,16139,16109,4122,15345,1610,1622,225,245,144,4859,10217,3444,36,49,86,747,18,43,44,27,30,31,24,4703
cqGxW3T4aujrSBlIEzX9,24020,5039,4657,21643,2628,2633,153,132,217,4173,33292,9667,13,4,62,910,2,11,12,2,31,29,59,8154
cquHZ28hReUoI4aJGKin,296704,4176,251529,295819,1595,1601,1252,1126,1292,1925,48723,4019,1057,1300,1175,1215,1173,1014,1225,1237,1253,1144,1175,2546
CQwNADZxFXBh9fUlOuao,7917,2558,2381,6457,694,694,1164,1164,1016,1309,11597,4224,0,0,1007,997,0,2,8,0,32,32,26,3722
cqZbg3S1xV7vfUCudmks,932378,7931,557468,929139,4407,4236,2653,2235,2292,6499,52065,6418,21802,1808,3316,3777,1425,22049,1122,1355,1417,1234,1176,10394
craPXWx5M90jq1smZoKA,288361,3014,246037,287608,1439,1372,1165,1152,1098,1728,31759,3206,1146,1274,1079,1595,1116,1078,1079,1154,1117,1076,1107,2311
CrEMlOGaB6feRx3J20iP,3827,987,572,3583,144,144,68,68,6,369,5200,2787,0,0,1,505,0,0,8,0,1,1,0,701
cRsXVg26e15oik7JNjE9,441551,128406,255630,439717,639,639,1666,1675,1679,33778,37942,2445,1222,1225,101917,5713,1250,1421,8,0,1421,1397,0,2957
cRVOyGEn15HNAJClPU0X,2069268,2508,1602941,2068398,1535,15977,883,690,444,1910,10748,4150,175,12451,12428,2868,198,237,513,22717,192,234,421,5390
cSEgrupo7tj9hLIb54PX,54174,16680,11784,37736,5587,5587,5922,5922,6331,7427,77380,32774,1,1194,18248,5928,1154,0,9,0,1184,1184,66,19585
CSrozOlLw7i4FR5hbaEn,12968,31149,1378,12338,539,539,130,130,27,8071,1246,1503,0,2,3,752,0,0,8,0,2,2,0,1960
CtGcyhMJk3wNe9BU08LY,14868,14981,3596,14202,1652,1647,151,277,174,4926,8006,3320,73,54,107,776,40,83,62,50,49,43,44,4652
cTZaQl81E3qRPifYNIhD,14446,33395,1183,13449,808,808,159,157,24,7901,1405,2368,0,8,6,792,0,0,8,0,2,2,3,2933
CUw6LiRTAg0ZVM8X4p3P,4123,416,1186,3940,31,31,58,57,7,164,4223,2664,16,17,1,599,2,5,8,0,2,2,0,407
cwWFfNAeLChbKD9mRd2u,71273,263507,1067,70579,564,564,161,161,47,66685,1652,1590,0,15,50,888,0,0,8,0,2,2,0,1938
cXp7BCts2QybOiNEwHzY,3829,966,600,3584,145,145,63,63,4,373,5280,2844,0,0,1,505,0,0,8,0,2,2,0,688
cYIil3ZrukB1pV8Uzo2w,44458,8156,8862,40527,5152,5148,396,394,282,5149,41244,36277,0,42,556,1437,5,2,8,0,191,192,24,14039
cyuBTQ0SUwpF3jfPeLiI,1766426,3177,850929,1765233,1465,12623,755,505,377,1956,10667,4300,249,7082,8814,2492,161,406,654,8482,555,506,481,4737
CZ2gJmqpoi0PuKQnxfHw,817674,5923,555103,817103,3354,3334,2763,2525,2397,3412,23047,7606,2685,2569,2673,4266,2390,2545,2440,2428,2455,2399,2547,4225
CZERL3GtjlXBSK2QidO6,280610,2077,240975,280453,1132,1096,1061,1145,1105,1339,3273,1927,1111,1264,1050,1522,1038,1066,1047,1131,1078,1115,1114,1245
czJZ9CWIe8B5T1lNXhMf,133260,32729,27191,121220,13928,13927,734,730,595,27317,272263,61736,3,2,13,4731,2,7,13,4,21,22,527,38309
CZvcR8GBrn5JIPdtqz1Y,4950,881,1388,4796,166,168,56,57,9,386,3931,3209,51,4,2,640,1,2,9,2,3,3,3,506
d0jkP2OD83C4AmzKtE9g,4095,427,1203,3920,19,20,60,59,7,184,4917,3312,16,16,1,579,2,5,8,0,1,1,1,442
D2TGLaizwXHf3YjNJ1pv,48256,3270,35889,47106,805,774,125,307,124,1153,56663,2327,223,205,69,511,74,217,101,89,76,85,69,1901
d2xiVKZe4JTgBQSkOntW,267879,3457,228911,267571,1745,1753,1082,1175,1079,2332,8253,2083,1001,1078,1042,1630,1001,1073,1028,1057,1048,1045,1017,1901
D34oHsTMkn7vaOWFQUy8,82337,90652,5888,315,1647,1638,214,217,124,15534,132248,1157,12,20,32,916,12,28,29,20,23,10,9,1071
D3jQCuyHtAEkisVxw7Wd,50645,157312,1820,232,1084,1083,238,236,40,38045,45561,1746,1,5,41,564,0,2,8,5,17,3,0,1459
d4ABW7XyvPzItZuoQ6MT,427962,129148,238648,426810,755,755,164,160,205,32832,21769,966,0,5975,26161,2495,6364,7,8,0,1,1,0,2588
d5GCPxQuly4m6hEn0gqk,46310,28669,19805,42841,2118,2260,274,278,117,9143,21311,3930,15,11,11,2249,16,4,36,5,32,44,83,8355
D5gTOIGAk81460VUqlye,51868,154066,1926,283,1562,1561,234,232,33,37831,53102,2615,2,8,35,509,0,2,8,1,4,2,2,2263
d6D27zlaQs4EWPKkVHvB,15707,15992,3958,14936,1581,1595,122,137,59,4817,7949,3387,41,38,84,733,17,41,50,27,33,27,26,4632
d7czUVqJApx6WEj4ownT,12546,27350,934,230,723,728,134,133,14,7095,11249,1526,2,0,17,736,0,7,8,0,1,2,0,1328
DAa96Hpgn1Qfjd2mFCrE,2945,765,442,2757,109,109,47,47,22,324,2627,2471,0,0,1,408,0,0,8,0,1,1,0,543
DaL5EU7cJxGbqos4Tukv,932334,7813,519043,929038,4362,4160,2638,2159,2256,6410,50666,6719,15953,1775,3328,3698,1382,17654,1067,1307,1403,1254,1172,10357
DAr5hm7i84gJzEWTUoeG,789805,3634,681171,789561,3018,3081,3093,3149,3070,3226,4010,5181,2994,3021,3017,3653,3072,3026,3076,3119,3087,3145,3151,3389
DB8EFIgyArxWuPN2jXMf,4601,774,1354,4466,133,134,59,54,7,364,3082,2826,53,1,3,642,1,1,8,1,2,1,1,472
DbAU9EVq0yd2C5cw1ihM,4142,405,1183,3955,36,36,58,57,7,170,4598,2718,15,19,1,599,1,5,8,1,1,1,0,415
dBGtYCewZ8IpWsUmyNQV,4110,444,1231,3939,14,15,65,64,9,175,4848,3366,16,16,3,580,1,5,9,0,3,1,1,466
DcgUNdMzXlah1kbxiYtv,526084,6888,390543,524060,5348,5336,1850,1909,1602,5219,40631,21629,1534,1527,3615,2001,1555,1716,1493,1665,1505,1544,1653,8480
DClx6p7OIkUwVmNYajhB,197397,5657,84895,194958,1072,1127,726,755,487,2395,51308,7200,409,324,384,3595,317,353,343,371,333,368,521,9694
dEabFQq0yznt5eID378R,4241,422,1186,4070,16,17,56,56,5,171,4183,3474,14,16,2,579,1,5,9,1,1,1,0,447
dEeZWOx1rz8VsJ94BuPg,80343,89834,5938,317,1420,1459,214,221,87,15159,125714,959,14,18,32,1014,16,17,31,78,21,15,49,801
DeHCJiGlVcRg1E7j28hf,72648,263814,1257,71864,749,738,189,189,22,66628,2381,1893,0,2,3,968,0,0,8,0,2,2,0,2326
DfSa4jlAyFPkXQpTbUoY,3217,836,909,2809,256,256,361,361,70,451,2605,1373,2,0,251,502,0,0,8,0,16,16,32,1803
DFswkTNWm6lStz1h0Mup,151681,58131,17257,148958,8377,8401,438,412,770,10219,31726,8110,65,72,303,2445,127,42,77,39,74,82,148,15382
dg1AyKiHqjFwVOln4sLa,14590,14979,3584,13842,1636,1636,140,177,67,4793,7462,3734,73,54,143,812,38,82,62,46,89,80,45,4544
dhFnCxfamsLvkubPZyjN,1315905,151159,756797,1289495,73736,73801,4989,4723,11226,104762,472632,145464,3235,3329,3725,5536,3083,3361,3327,3205,3305,3223,5778,124725
dHjMq0s9tDrBS6Fp7TuI,62414,20630,15093,43817,5817,5817,7730,7730,6794,8681,100232,33835,15,851,18374,6292,1089,1,12,0,1177,1177,200,23796
dhS5TXjYM0yLufrw3xgo,126673,30035,28932,114449,15806,15807,410,378,476,21118,218132,39277,43,46,279,2491,47,48,55,44,79,68,209,41418
Di0ceNElhvZrdMRgbyYX,656958,4042,558169,655588,1288,1360,592,591,196,2097,7730,2931,21,10,84,1618,8,37,54,34,59,88,37,3635
dI89k371NKgURwFqsOBy,14568,32348,1292,13715,723,723,162,162,21,8255,1480,2095,0,13,3,824,0,0,8,0,2,33,0,2433
DJ1XTklKAM6d2YfigaQb,791619,4081,682690,791045,3091,3063,3177,3138,3004,3587,7293,12429,3074,3003,3155,3542,3081,2936,3112,2972,3052,3033,3090,4176
dJ326HRzYfn0DZIPhjMv,113708,4345,74797,113070,1326,1309,533,566,356,1426,23512,5666,385,352,417,2151,324,384,464,267,302,319,344,1631
dj7GfVSTmo3Hkv46Wiah,90705,4452,68530,87719,744,760,315,302,302,1638,170653,848,304,280,302,493,294,317,304,307,297,300,255,3529
dJVXOqTuk80ZWBleDc2Q,45129,6853,15643,42976,2228,2236,240,226,64,2834,46726,3573,45,107,625,1173,14,36,51,18,82,114,46,4440
dk4HiPSRzsfbBGVMqNac,17666,15543,5125,16745,1547,1545,209,230,76,4612,10543,3482,90,78,124,919,62,99,66,62,60,61,59,4569
dKem7Eif3McSwNx4CXvs,3760,996,565,3507,127,127,69,69,5,372,5420,2950,0,0,1,505,0,0,8,0,2,2,0,706
dkKpMxca0OQmUTFq7VyD,475742,119118,160456,474268,689,689,163,158,65,29568,21118,854,0,139,15272,2671,27,14944,8,0,138,134,0,2171
DKs0lpax9nB8gS3XRuEb,4269,443,1212,4088,15,16,66,64,9,175,4335,3528,15,17,1,580,1,5,8,0,1,2,1,480
dKt4HhezElT2nBIP6c5F,6278,683,2291,5949,234,237,57,57,17,373,6870,4546,8,14,9,519,7,6,10,3,17,14,11,912
Dl76jatFczZmsKedJ1TR,162042,449424,27642,160984,839,865,6384,6331,211,108559,7719,1351,34,49,113,3481,29,27,200,110,64,74,76,4718
dlDuzi87p9eAZtUE4w2G,14879,14893,3618,14098,1654,1653,140,176,70,4827,7532,3589,74,54,105,774,39,84,86,69,51,41,67,4704
dLKYot9Ix2Bib1DZerGg,4122,429,1198,3940,17,18,60,60,8,163,4854,3096,16,18,1,580,1,5,8,0,1,1,1,437
dLU5WbCiGERMHjS20spY,49186,10764,12559,44947,5908,5907,253,220,277,8058,57203,20403,23,25,121,1902,31,33,39,28,51,54,76,14741
dLUoZ03Xqh5PKMyflOBj,37494,5253,8586,36046,1868,1859,287,268,50,2273,36404,6712,21,43,62,818,26,48,63,37,39,12,62,3722
dlWuKQ8saoCgw0ISYPjB,14956,15567,3557,14175,1620,1610,128,138,45,4896,7517,3435,34,32,86,741,20,37,47,25,27,22,27,4625
DlWyNoHdb1jAeGCOsaVU,4244,431,1196,4078,10,11,63,63,8,168,4481,3528,15,15,2,579,1,5,9,1,1,2,0,462
DmCaN6PGnJpsWuMcKo8t,178887,38701,29478,145868,19744,19742,8884,8880,2355,32959,209574,135938,45,631,44423,21020,2902,147,18,21,945,545,82,50904
DMtdk84SP10RYjaZEUxz,29742,6923,17186,19741,1071,1074,148,159,125,2222,60774,6146,65,48,64,652,81,62,66,74,58,48,62,2790
DNBtPALuVrzM0Cd3mwcl,16214,32547,1185,294,524,522,118,118,39,7911,13158,1126,2,2,18,892,2,3,10,1,2,3,2,881
DnJFtCH7gTMIvWYlAxcN,71342,262867,810,70655,598,598,126,126,7,66525,1542,1705,0,5,3,592,0,0,8,0,2,2,22,2111
Do9QfaXw52dYzcFipUeq,32671,5187,5810,31873,654,663,267,235,79,1546,6745,1541,7,31,56,1851,6,9,51,29,49,21,43,2243
DohL5RXbrCuUNZtM28x7,111433,15535,40289,105259,6571,6605,183,176,175,9497,60034,23350,135,741,224,701,131,123,131,233,323,272,660,15181
dONo5qIgbC4PZ9yW6QSl,45268,3674,16127,44830,1256,1260,147,129,37,1934,17698,3252,22,138,873,935,34,27,13,3,11,15,17,3074
DPE5t3oT6Uu9mZIHNlKh,145249,2027,126214,144748,761,1546,548,408,1462,2252,3107,2526,533,695,519,1892,576,637,1238,515,736,1376,692,1703
dQ5kFDwP4ByqU3tnLTZf,6863,25732,85,23,42,42,13,13,1,6512,832,505,0,0,1,227,0,0,8,0,1,1,1,65
DQ6WlKRIEGM4BF9se1zg,26981,31063,2280,307,741,738,142,144,61,5958,37565,1067,2,4,19,998,2,6,13,4,5,11,3,889
dQbqMtOsVYrWDIvh8k2S,14216,32111,899,13365,900,900,142,142,28,8514,1824,2373,0,7,3,792,0,0,8,0,2,2,0,2727
DQJfl0CT3gvt8pbMqHyX,82473,4621,61190,79340,713,725,281,306,244,1631,177017,815,232,257,245,441,253,255,256,229,271,265,268,3613
dqXuSezv3IJWonmGFUAp,60434,3090,24587,60093,1033,1042,212,220,113,1542,14999,3298,92,101,101,736,108,97,103,86,82,107,306,5282
DR3eyfHBIJgK08krA1CT,93851,4700,69945,90514,729,733,327,324,332,1653,187338,1086,290,272,302,490,256,306,297,326,251,287,261,4518
Dri7s2veJT4hj0R3aHkf,129633,2989,107330,128422,1058,1042,468,504,501,1299,63952,2858,440,522,476,638,452,455,523,457,483,469,487,2273
DrNO6fVRJLoqYK4Bkdy0,63507,271044,1089,62893,564,564,178,158,18,58640,960,1712,0,1,6,832,0,0,9,0,3,2,4,2006
dro7GYJlVhXbT4D1SpCE,204332,416566,52120,202107,3499,3531,3774,3796,711,108174,38162,11605,111,111,871,4616,177,88,215,200,281,247,355,10047
DRskLvzQ13yJfr8McnwC,755479,10709,570192,754064,7124,7149,3023,2973,2368,5713,36380,19099,2311,2376,5444,2895,2351,2413,2224,2316,2305,2329,2451,7374
dRYGQSA8TrmIPtabWNeu,13858,31990,1230,13120,729,729,162,162,9,8351,1375,1464,0,3,3,800,0,0,8,0,2,2,0,1967
dS6yJEktRlWQsBaIFYCp,791631,4019,682724,791111,3210,3193,3085,3056,3019,3665,7114,12466,3026,3151,2963,3553,2985,3079,3001,3101,3087,3052,3119,4144
DSd3HQnFN7iUAxbYBEju,531866,7454,395537,529648,5752,5808,1807,1926,1605,5550,45716,23533,1408,1513,3689,2108,1484,1636,1546,1617,1462,1457,1647,8902
DSWecTduKPtZNQoVR8qh,41821,1945,31735,41002,495,483,167,188,142,796,35340,2536,124,295,141,416,132,129,142,147,131,131,126,1574
DT2t5JMrWnp3gmuhLBc8,3848318,3808,2347455,4061232,1645,11008,771,214146,475,2536,11626,3555,86609,26203,13870,3224,131,86589,420,9593,167,151,392,6149
dtyLupxMfEQVX10JwvWl,404379,3397,329576,405030,11743,1334,8325,460,97,11741,8575,3230,7820,102,294,1034,25,9424,22,6,53,48,8885,3623
du6hbLIPwW2aGYZkNRQV,3018,439,465,2745,30,30,57,57,3,161,4674,2652,0,0,1,465,0,0,9,0,1,1,0,471
DuejROmZzVTIyQi1rAF9,88561,46890,17056,64959,14410,14410,8308,8308,27796,18071,100182,29477,2,644,15524,5055,639,26,8,1,1454,1447,84,29029
